1.568748508012279386e+00,1.561860760728653874e-01
2.566820201036636995e+00,-7.083230648958083187e-01
2.494178567966604199e+00,-6.265195183209671947e-01
1.967482905709022845e+00,-6.470371674411138363e-01
2.648071612278456999e-01,5.305869534842841961e-01
2.179423117211976457e+00,-5.713759930177197965e-01
1.882606994658130084e+00,-4.569630875395788161e-01
1.563741388043291769e+00,1.976626710052102887e-01
3.210260550047279171e+00,-5.375885582300981014e-01
1.789200065774295911e+00,8.071206917588000795e-01
2.857302601721514179e+00,-6.579347105081005953e-01
1.980918810839838340e+00,5.078104062937839336e-01
1.922320444816961071e+00,-4.403220237466551890e-01
3.542931745867098581e+00,-2.447667349075029891e-02
3.569857049225876544e+00,-1.668486999744366872e-01
3.319383393215944000e+00,-3.380007932272062199e-01
9.039304707372367576e-01,1.022775757796375196e+00
3.379707850430763383e+00,-4.123196710425134914e-01
2.618217148830059404e+00,-7.330330978493605487e-01
6.912650246223166484e-01,9.342365814558392101e-01
1.593587222506509082e+00,-7.364183061349480197e-02
1.589834553084064295e+00,9.515075766286675840e-01
4.625373638837795842e-01,7.255288065374311257e-01
1.580162859027829825e+00,1.010225014691479017e-01
1.298291079042402929e+00,9.283872946027531547e-01
1.273383321553715808e+00,1.015937797668657661e+00
1.893909667377998929e+00,6.353374225167822686e-01
3.651121057068229092e+00,1.460143671698957979e-01
3.388001693007621107e+00,-3.510654607345090050e-01
3.585200226414464009e+00,-2.288579142848999950e-02
6.051764790513147751e-01,8.714835294467723203e-01
1.666031963441834574e+00,7.816641355572947480e-01
1.813598108745063220e+00,-4.658627924594908043e-01
1.152624433982099017e-01,4.177826991749530178e-02
3.742547279026027796e-01,6.095355254121818112e-01
1.434340653161964907e+00,1.080074093288222015e+00
2.196567057583918015e+00,-6.712323135166667898e-01
1.815837674134089141e+00,-2.250229524103704026e-01
3.416588722313209647e+00,-3.064737701636243150e-01
2.051046650149682460e+00,3.059799824482292152e-01
5.653166790504191574e-01,9.746810917114400175e-01
1.938773188393873692e+00,5.732687838495221788e-01
7.188109688061556923e-01,9.626317486450024496e-01
3.704693352700175968e+00,1.194522628009716952e-01
7.707074307156648318e-01,9.451616576493192534e-01
9.880123550465428339e-01,9.559097035285315513e-01
3.523309467736417844e+00,-3.208686026113319878e-01
1.774072500357827709e+00,-3.124734876134853123e-01
2.407409055823858113e-01,3.279031765427942169e-01
3.038419151935526141e+00,-6.151007366995975278e-01
1.629397383944939159e+00,-1.840284818990942928e-01
3.317720531315224708e+00,-5.016050380479384341e-01
